"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"trmD",-0.752097425970808,12.1889137982551,46.4061280290681,6.0942536582502e-06,0.000101649575982856,"SL1344_2647","trmD"
"slyB",1.2834174574557,10.4319231001572,46.3328227537931,6.14981022610297e-06,0.000102012236896967,"SL1344_1377","slyB"
"rnc",-0.818268398176292,7.84359171649597,46.3206819465666,6.15906686775018e-06,0.000102012236896967,"SL1344_2543","rnc"
"pyrB",-1.16126322849149,4.10865154771478,46.2878449161528,6.18418247019093e-06,0.000102071332269319,"SL1344_4391","pyrB"
"SL1344_1789",1.3137284225591,4.88785332312783,46.197726190345,6.25370969104231e-06,0.00010286049585579,"SL1344_1789","SL1344_1789"
"gpt",-0.941958490465114,8.4600188572005,45.7602471128644,6.60408842784538e-06,0.000107503666263586,"SL1344_0313","gpt"
"prkB",0.87920971310874,6.70886542787667,45.7957843500331,6.57480974934202e-06,0.000107503666263586,"SL1344_3431","prkB"
"argC",0.954471364065838,5.39391011389801,45.761178155887,6.60331946820232e-06,0.000107503666263586,"SL1344_4071","argC"
"cstAa",2.70217622562317,7.49654397565419,47.7631608737806,6.65411834084768e-06,0.000107947118426697,"SL1344_0588","cstAa"
"yneC",1.72532179606714,4.21694902160484,45.629291607047,6.71326562618041e-06,0.000108534946318145,"SL1344_4028","yneC"
"iroN",7.03326862764993,9.91891097255302,48.9330179031469,6.9242719684917e-06,0.000111565565696412,"SL1344_2762","iroN"
"yaaJ",0.777327587773255,5.96529640415643,45.1793313642385,7.1043122240537e-06,0.000114078396628279,"SL1344_0006","yaaJ"
"torC",1.29852371914672,3.85169778804425,45.1325570021168,7.14642517473146e-06,0.000114366946123996,"SL1344_3789","torC"
"AmgR",2.27680092792218,5.59848358602616,45.4985765966,7.19850993650693e-06,0.000114812597876207,"AmgR","AmgR"
"SL1344_3704",-1.41076673318719,5.75996078475392,44.8858064095948,7.37332947478666e-06,0.000117206247389478,"SL1344_3704","SL1344_3704"
"SL1344_3130",-0.79541705993832,5.03625844870513,44.7993828821123,7.45472686735516e-06,0.000118103816624286,"SL1344_3130","SL1344_3130"
"mnmA",-0.897624815600811,8.17666808874146,44.7210598262275,7.52937676368025e-06,0.000118888859098511,"SL1344_1172","mnmA"
"nrdE",3.15953695513968,9.56917623043146,48.1464801431502,7.56399623062888e-06,0.000119038704798967,"SL1344_2792","nrdE"
"nrdH",3.25162491810906,7.1887544444882,47.9984792765244,7.69180565310574e-06,0.000120649282711132,"SL1344_2790","nrdH"
"ucpA",1.08871947432874,5.33163767508237,44.341901930352,7.9029621902048e-06,0.000123552250478548,"SL1344_2408","ucpA"
"relA",1.0115897611279,9.49719296409857,44.1502607184859,8.09976198883885e-06,0.000126212409674769,"SL1344_2937","relA"
"glgA",1.13686448349096,6.14747386801034,43.8478118801154,8.42177578623291e-06,0.000130799842293067,"SL1344_3502","glgA"
"nrdF",3.25842204515809,8.29022273988576,47.1646297522534,8.45986650468517e-06,0.000130962051087234,"SL1344_2793","nrdF"
"sufA",3.93445305490023,8.06567456076422,47.0316151549774,8.59034657895192e-06,0.000132121741173871,"SL1344_1303","sufA"
"sapG",-1.03299067592478,6.8153461839961,43.6694697793886,8.61845430076546e-06,0.000132121741173871,"SL1344_3376","sapG"
"gltP",0.886111421786241,8.3966960768902,43.6826696779189,8.60371991427362e-06,0.000132121741173871,"SL1344_4219","gltP"
"amiA",0.810254339440267,6.69733785404697,43.5588142033953,8.74310629473417e-06,0.000133600304897277,"SL1344_2413","amiA"
"ybdD",1.58437280660493,3.86333920720158,43.5159847226763,8.79190141969012e-06,0.000133913945418238,"SL1344_0589","ybdD"
"gltA",1.20049668987182,7.04956386796424,43.4215659646303,8.90056731521675e-06,0.000134702835054894,"SL1344_0712","gltA"
"yieG",-1.09695673740748,6.10374095117555,43.4256237931572,8.89586595717948e-06,0.000134702835054894,"SL1344_3818","yieG"
