"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"virK",2.44843066605713,11.2133453850794,89.0293219967795,2.04083828678842e-08,9.6899001856714e-05,"SL1344_2764","virK"
"mig-14",1.83530565228402,9.99848184160908,65.3443993771461,1.6641564474727e-07,0.000209895786111976,"SL1344_2765","mig-14"
"yjdB",1.09978872377951,8.73667272041931,65.8660867337124,1.5697169711241e-07,0.000209895786111976,"SL1344_4230","yjdB"
"mdoB",0.804329230476105,9.85760776444367,64.8059062777634,1.76828800431319e-07,0.000209895786111976,"SL1344_4472","mdoB"
"cdh-a",0.904930289680664,9.31516559115421,57.4625495214332,4.2204900075368e-07,0.000400777731115694,"SL1344_4013","cdh-a"
"rna",0.771806723682303,8.15098711110439,51.2673188402023,9.4239153962923e-07,0.000745745838359931,"SL1344_0605","rna"
"ais",1.10201693447868,5.32352276676251,50.1216479495741,1.10204273394956e-06,0.000747499842970357,"SL1344_2265","ais"
"pagC",1.44931778022606,6.91775431045898,48.2519452469539,1.43102633737125e-06,0.000849314131229834,"SL1344_1184","pagC"
"lpxO",1.05455629469004,7.29905665272832,47.1206258454598,1.68221578305603e-06,0.000887462281994447,"SL1344_4223","lpxO"
"phoN",1.22436183033694,9.07392703702377,45.9425182707575,1.99686829756477e-06,0.000948113067683753,"SL1344_4255","phoN"
"aroQ",1.57072791258045,5.20958783038406,40.059908121667,4.94739708795387e-06,0.00181755315200462,"SL1344_1204","aroQ"
"yfbG",1.25734802565302,7.85672435546673,40.0370381409163,4.96577136897479e-06,0.00181755315200462,"SL1344_2268","yfbG"
"arnT",0.907385986248103,6.18510368704597,40.023788120208,4.97645134289387e-06,0.00181755315200462,"SL1344_2270","arnT"
"yfbE",1.38032768731888,7.63489120623678,39.4622408555791,5.4533561868323e-06,0.00184946679821998,"SL1344_2266","yfbE"
"pagP",0.833507199587286,9.01942619512222,36.7555556235665,8.58943706470541e-06,0.00271884314554809,"SL1344_0616","pagP"
"SL1344_3560",0.854399767112261,7.16077169715771,35.8577690284343,1.00372616932983e-05,0.00297855740748627,"SL1344_3560","SL1344_3560"
"basS",1.08770957073905,7.76849672912866,33.7586563503599,1.46016343183559e-05,0.00407815057315022,"SL1344_4228","basS"
"ybjG",0.802895574553252,6.15958102651152,31.8871083847354,2.06705286248961e-05,0.00545242610616705,"SL1344_0841","ybjG"
"pmrF",1.16633304295738,7.09041482645638,30.5388276233371,2.67760986919899e-05,0.00669120613629304,"SL1344_2267","pmrF"
"yfcG",0.812067053631988,5.41920349247838,28.5735923911098,3.95792174389268e-05,0.00939610622000122,"SL1344_2318","yfcG"
"basR",1.09654020293193,7.68264990317809,28.0306464745129,4.42242750098535e-05,0.00999889798794211,"SL1344_4229","basR"
"SL1344_2269",1.25052246047018,6.09427721380841,26.8147634545512,5.69839565201373e-05,0.0122981738889824,"SL1344_2269","SL1344_2269"
"pmrD",0.944931864485054,7.33026041885108,26.0536216233855,6.70278916075732e-05,0.0138368882327286,"SL1344_2273","pmrD"
"phoQ",0.573197785053052,8.76463354996886,25.8287070818433,7.03608158690931e-05,0.0139197147394356,"SL1344_1168","phoQ"
"yeiU",0.606202303680262,8.69202213868032,23.9084724362727,0.000107640786412929,0.0200300281369396,"SL1344_2190","yeiU"
"SL1344_2272",0.965151665342193,6.35574258078644,23.8255860591657,0.000109684231583915,0.0200300281369396,"SL1344_2272","SL1344_2272"
"rstA",0.468387803238687,8.40318589686227,22.6132481319318,0.000145068500945674,0.0255105645366689,"SL1344_1405","rstA"
"udg",1.03958804012544,6.67622967205131,22.2813960950341,0.000156845851843287,0.0265965751625687,"SL1344_2057","udg"
"SL1344_1602",0.941486823331005,7.8561299753269,21.8542404328722,0.0001735968528995,0.0274745952522276,"SL1344_1602","SL1344_1602"
"SL1344_P1_0064",0.56344523724692,6.75211700222821,21.9318586296277,0.000170410921829244,0.0274745952522276,"SL1344_P1_0064","SL1344_P1_0064"
"pagN",1.1586601988008,7.43918784073983,21.5186751647493,0.00018908438166191,0.0289604078751855,"SL1344_0302","pagN"
"steA",0.921833729208942,8.51377620948599,20.5996871431106,0.000235449181783934,0.0349347723471913,"SL1344_1514","steA"
"kdpF",1.00203299496881,4.22093988917985,19.9239611554408,0.000278661111362885,0.0399885630640956,"SL1344_0688A","kdpF"
"ydcR",0.551296902545954,6.88011036303164,19.8159240607025,0.000286354495404223,0.0399885630640956,"SL1344_1529","ydcR"
"rlgA",0.472794102199092,8.81335517140946,18.9763864549774,0.00035485535962716,0.0481386642145645,"SL1344_P1_0062","rlgA"
"phoP",0.527319765528195,9.77612540353303,18.6583834087022,0.000385408194723089,0.049457246176898,"SL1344_1169","phoP"
"rlgA2",0.553174328370158,8.44849207509727,18.7320399490722,0.000378079764447996,0.049457246176898,"SL1344_P1_0063","rlgA2"
"ydcW",0.759157522872439,6.04797921702873,18.5509316059144,0.000396383778633162,0.0495271100250066,"SL1344_1528","ydcW"
"ydiR",0.707813431892593,4.76889793707869,17.7100443545797,0.000495322942104281,0.0587948332277781,"SL1344_1287","ydiR"
