"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"foxA",2.96495333690654,6.39978589598768,71.519093770898,5.306949549443e-07,5.84628372458407e-05,"SL1344_0359","foxA"
"sitA",6.07774676613839,9.55365545082311,76.2866148892502,5.53985411429345e-07,5.96415657713819e-05,"SL1344_2841","sitA"
"pagP",1.19467067168577,9.19962435580162,68.4298876815502,5.98416903559109e-07,6.29933527146555e-05,"SL1344_0616","pagP"
"yfcG",1.29786942677618,5.63096855020067,67.5057734986429,6.50924608946045e-07,6.70310841864655e-05,"SL1344_2318","yfcG"
"rbn",1.10238885108972,7.28117659305754,66.8429392726605,6.91810430225096e-07,6.97256597441762e-05,"SL1344_3973","rbn"
"SL1344_P1_0061",1.54088851922061,10.387792061336,66.4396299004634,7.18111076178887e-07,7.08685868304039e-05,"SL1344_P1_0061","SL1344_P1_0061"
"rpmJa",7.03741546601722,9.04755780966658,70.7140129249686,8.6411909223406e-07,7.96182988418701e-05,"SL1344_0463","rpmJa"
"ydiR",1.22838032868782,4.96239206127259,63.9538992264591,9.07618352852224e-07,7.96182988418701e-05,"SL1344_1287","ydiR"
"sufS",3.14054045239244,8.25668950910103,68.5532998381146,8.26556232059823e-07,7.96182988418701e-05,"SL1344_1307","sufS"
"SL1344_1517",3.71605724582073,9.86137343486698,70.5537674263778,8.7561838223077e-07,7.96182988418701e-05,"SL1344_1517","SL1344_1517"
"fadL",-0.927003833024365,8.32353918484087,63.969107015503,9.06298251840081e-07,7.96182988418701e-05,"SL1344_2360","fadL"
"fdoI",-1.64232907191796,7.38201628673036,64.2977875154919,8.78292939946665e-07,7.96182988418701e-05,"SL1344_3982","fdoI"
"fdoG",-2.42245597100317,9.55285757982537,63.5546247561906,1.01270150172284e-06,8.72212184302015e-05,"SL1344_3984","fdoG"
"iroD",5.48333325959609,7.23066769745731,68.1629132090825,1.06982767479184e-06,8.89083104471747e-05,"SL1344_2760","iroD"
"ilvM",1.30117943920486,5.68212476268278,62.3841189915217,1.05639957550054e-06,8.89083104471747e-05,"SL1344_3862","ilvM"
"gpmA",1.46875891418781,10.4887537504447,61.7148051610538,1.1281110997856e-06,8.93373381442198e-05,"SL1344_0749","gpmA"
"sitC",5.58191321524545,7.98488891267357,67.6524655820267,1.11743327638456e-06,8.93373381442198e-05,"SL1344_2843","sitC"
"dppA",1.24163537748212,7.22019653843465,61.6837639321756,1.13156856420798e-06,8.93373381442198e-05,"SL1344_3596","dppA"
"yebN",-3.03654176779755,4.79403053524452,62.8409375970256,1.15968345937415e-06,9.00560745418913e-05,"SL1344_1763","yebN"
"dacD",0.926987648012574,7.04381013212438,60.2758858118435,1.30178996754303e-06,9.48704473269433e-05,"SL1344_2038","dacD"
"iroE",5.53007086760293,7.55198015797675,65.9519366446735,1.29446804449718e-06,9.48704473269433e-05,"SL1344_2761","iroE"
"ribB",-1.14968174945119,5.63322795576566,60.7194671017517,1.24520681450764e-06,9.48704473269433e-05,"SL1344_3168","ribB"
"ilvG",1.23516538639582,6.98257193393644,60.529536856213,1.26908549545564e-06,9.48704473269433e-05,"SL1344_3861","ilvG"
"yfiA",1.57457387359947,7.03625809968163,59.8093451126211,1.36447213068749e-06,9.6643546939566e-05,"SL1344_2624","yfiA"
"glgB",1.02403543652363,7.09219305589988,59.7915949446498,1.36692371647687e-06,9.6643546939566e-05,"SL1344_3505","glgB"
"fliB",-1.14775091873158,7.58291150246638,58.6776988419223,1.53125981223652e-06,0.000106670260743594,"SL1344_1887","fliB"
"ybdB",3.77779856007066,7.49797947198766,63.5702917491308,1.59921838489369e-06,0.000109789818684658,"SL1344_0587","ybdB"
"SL1344_0082",2.1458173819219,6.28447734856805,57.6219922169257,1.70798533262715e-06,0.000110831870145956,"SL1344_0082","SL1344_0082"
"fepA",4.34962666614051,11.3150505417073,63.108480417885,1.66741422136001e-06,0.000110831870145956,"SL1344_0573","fepA"
"ydcR",1.00679686362898,7.04344307383435,57.8604508772202,1.66612845022849e-06,0.000110831870145956,"SL1344_1529","ydcR"
"ilvC",2.01751008264756,8.30876461269757,57.6710302917404,1.69928108198516e-06,0.000110831870145956,"SL1344_3869","ilvC"
"sitB",5.96490371127823,9.05670499155394,62.5869205814953,1.74847402745279e-06,0.000111925965784377,"SL1344_2842","sitB"
"cybC",-1.7573580853189,6.68206089887338,56.5763351073439,1.90618930536588e-06,0.000120394916526909,"SL1344_4369","cybC"
"pagK",2.18651923373497,5.68965253147026,54.6916700774099,2.33307800735497e-06,0.000145418296326849,"SL1344_1799","pagK"
"proY",-1.01473476108678,7.73609795950761,54.5400963820285,2.3718789407945e-06,0.000145916760292773,"SL1344_0395","proY"
"marR",1.22508030028023,6.0414055892327,53.2111294968993,2.74529982470198e-06,0.000166724170123247,"SL1344_1450","marR"
"aadA",3.03881000439058,5.40169004259834,55.0596862547052,2.86110727916619e-06,0.000167963921225625,"SL1344_1199","aadA"
"pagO",2.59067122217075,5.67553905862438,52.8782340145501,2.85972638914842e-06,0.000167963921225625,"SL1344_1793","pagO"
"uxuA",1.49802698567258,6.25127871332776,52.8060100978972,2.87208731671429e-06,0.000167963921225625,"SL1344_3109","uxuA"
"gdhA",1.1023286004592,6.55678785860064,52.6923372077862,2.90884736365705e-06,0.0001680391458737,"SL1344_1234","gdhA"
"sufD",3.24537499105841,8.72675710606676,56.8062295021577,3.02863070431395e-06,0.000172694594666923,"SL1344_1306","sufD"
"yeiR",1.52455202793746,6.72599356446446,52.2346769895982,3.06234873380231e-06,0.000172694594666923,"SL1344_2189","yeiR"
"SL1344_1896",-1.33832411371371,5.41697273328186,51.8998060352328,3.18049640830318e-06,0.000177247193954496,"SL1344_1896","SL1344_1896"
"fliZ",-1.28529257322999,7.42788808750459,51.3228807248548,3.39638514858718e-06,0.00018707763312625,"SL1344_1884","fliZ"
"orgB",1.74020729829141,9.1764919476841,51.1913429861447,3.44790582475299e-06,0.000187732527492585,"SL1344_2849","orgB"
"SL1344_0322",1.14594651077708,4.05092329280429,50.6756942551949,3.65860860559842e-06,0.00019472841533393,"SL1344_0322","SL1344_0322"
"ynhA",3.06800010751255,6.53064176139662,53.126474965492,3.65339830336185e-06,0.00019472841533393,"SL1344_1308","ynhA"
"tsaA",-0.76321095325537,9.69088297679733,50.1502594178527,3.88847254006834e-06,0.00020466327135893,"SL1344_0397","tsaA"
"ydhD",-1.41747470198327,8.69916138931687,49.8678098929702,4.01878460330347e-06,0.000209197611712621,"SL1344_1365","ydhD"
"thrB",1.35471840707418,7.90261553052483,49.1015275106714,4.39801400047336e-06,0.000219049451019961,"SL1344_0003","thrB"
"ahpF",-0.993729138479858,8.81418923272642,49.1389260149153,4.37858932211069e-06,0.000219049451019961,"SL1344_0597","ahpF"
"csgC",-1.44246153625437,3.21610623904005,49.2830188368665,4.30465276732526e-06,0.000219049451019961,"SL1344_1082","csgC"
"avrA",3.5612980654427,7.70807427916635,53.047415887039,4.4392542321968e-06,0.000219049451019961,"SL1344_2845","avrA"
"SL1344_2944",0.876853025526612,8.0569476716338,49.2948487449336,4.29864584148458e-06,0.000219049451019961,"SL1344_2944","SL1344_2944"
"cib",3.27570605408845,8.99149330836002,52.8268179036618,4.54307348301868e-06,0.000221861227722263,"SL1344_P2_0012","cib"
"SL1344_1794",2.80051985048954,3.66762677911512,48.450138075817,4.75253516176993e-06,0.000229722031237798,"SL1344_1794","SL1344_1794"
"serC",0.943801164309943,8.67965955195855,48.3528366545829,4.8082270534911e-06,0.000230066379317044,"SL1344_0914","serC"
"yaiB",1.29949587195036,8.4518771367052,48.0415982559276,4.99140506099423e-06,0.00023180672327382,"SL1344_0378","yaiB"
"entA",3.6380237954651,8.18384602507521,51.9883260307798,4.96389618826082e-06,0.00023180672327382,"SL1344_0586","entA"
"SL1344_P1_0064",0.877881225365096,6.90673459695724,48.0529040465881,4.98461404519791e-06,0.00023180672327382,"SL1344_P1_0064","SL1344_P1_0064"
"iroN",7.28122214971907,9.91891097255302,51.3497819616161,5.31445156957469e-06,0.000244413175583256,"SL1344_2762","iroN"
"yqjH",1.56811291755532,6.30533525956313,47.2019657895758,5.52638042642339e-06,0.000251716000768919,"SL1344_3187","yqjH"
"cstAa",2.73307054958715,7.49654397565419,48.7019016960957,5.96886071583114e-06,0.000269280887722782,"SL1344_0588","cstAa"
"cueO",1.0084803308366,6.28780572449982,46.0583250993707,6.36301332333768e-06,0.0002843546614401,"SL1344_0169","cueO"
"phnA",-1.02731787396835,5.32797383589417,45.6257111887466,6.71627924765481e-06,0.000297336586879821,"SL1344_4226","phnA"
"aroG",0.892544695015119,7.78766098799664,44.846458898717,7.4102629087987e-06,0.000322737591358772,"SL1344_0737","aroG"
"sitD",5.07410293132532,8.02976191325276,48.3091675728511,7.42630303105471e-06,0.000322737591358772,"SL1344_2844","sitD"
"pheA",0.805200840501654,7.50544337471293,44.6647423211697,7.58357754744869e-06,0.000326576425838768,"SL1344_2625","pheA"
"entE",4.0442659363603,9.48132356555217,47.8640690276199,7.81002682180204e-06,0.000333298171665552,"SL1344_0584","entE"
"sufC",3.38723371087127,8.38645366115034,47.2444179518077,8.38268885478853e-06,0.000354542831295833,"SL1344_1305","sufC"
"rlgA2",0.947720073094617,8.59781836810239,43.6836156073566,8.60266511889502e-06,0.000360626766975272,"SL1344_P1_0063","rlgA2"
"yeiU",0.816423396830216,8.81849883328783,43.4989866336322,8.81135276363108e-06,0.000362951113402786,"SL1344_2190","yeiU"
"serA",1.11976929324241,7.096901396124,43.5643078684981,8.73686969715845e-06,0.000362951113402786,"SL1344_3038","serA"
"aphA",1.0305875177789,6.25316697534072,43.2526908261644,9.09874819511649e-06,0.000371558363795404,"SL1344_4185","aphA"
"orgC",1.68043788132112,7.74671407509879,43.0941418413651,9.289380520168e-06,0.000373794286157558,"SL1344_2848","orgC"
"argE",0.995221723234397,6.57580885388187,43.0227360774925,9.37671324290474e-06,0.000373794286157558,"SL1344_4070","argE"
"SL1344_4483",1.65096441161227,6.18675041768337,43.0117517705113,9.39023011457661e-06,0.000373794286157558,"SL1344_4483","SL1344_4483"
"fhuE",5.49354818351379,9.2073133941674,46.0124004501863,9.67037224493294e-06,0.000381737944368728,"SL1344_1141","fhuE"
"sufB",3.56904228750526,9.60675846732116,45.7803040576873,9.93758387049498e-06,0.000389044089211031,"SL1344_1304","sufB"
"glgC",0.840117567536329,5.95113004207086,41.8894002313629,1.08955400867392e-05,0.000423050601564618,"SL1344_3503","glgC"
"rstA",0.726693969503761,8.49771424030953,41.6691534467901,1.12220935535074e-05,0.000432187456609469,"SL1344_1405","rstA"
"yjbA",2.12400496750674,5.21187743150316,41.3173914617544,1.17669501626395e-05,0.000449516475164703,"SL1344_4162","yjbA"
"entB",3.77732170625127,8.99677732560376,44.2364542276373,1.19465938482235e-05,0.000452728120472276,"SL1344_0585","entB"
"nrdH",3.09617912960038,7.1887544444882,43.9963320560762,1.22991948254287e-05,0.000462391157841713,"SL1344_2790","nrdH"
"ytfL",-0.754614808057411,7.61531660604975,40.8268196362268,1.25776935046523e-05,0.000469138064027857,"SL1344_4340","ytfL"
"hisB",1.1688207558992,7.89265459108739,40.5079792193286,1.31385942344557e-05,0.000482461402237338,"SL1344_2051","hisB"
"fumB",-1.12722684726793,4.74414001516551,40.5253472632894,1.31073193086974e-05,0.000482461402237338,"SL1344_4237","fumB"
"SL1344_1795",2.07777793124279,4.95297218207249,40.3277659158688,1.34681560614953e-05,0.000490758886640796,"SL1344_1795","SL1344_1795"
"cirA",5.49440292861974,10.5270739565696,43.104594624381,1.37172020966501e-05,0.000496018216273522,"SL1344_2176","cirA"
"thrA",1.31288619913213,8.5437355758585,39.8578256004722,1.43726049834713e-05,0.000505317313737806,"SL1344_0002","thrA"
"yaaH",-1.14067156401086,9.02526755630526,39.9453793045322,1.4198997388989e-05,0.000505317313737806,"SL1344_0009","yaaH"
"flgB",-1.09189188450458,7.83254108058408,39.8435880228631,1.44010634060806e-05,0.000505317313737806,"SL1344_1111","flgB"
"nrdE",2.95290503240055,9.56917623043146,42.7902217063755,1.42611232888327e-05,0.000505317313737806,"SL1344_2792","nrdE"
"yfhP",1.46062454914937,9.28390466131729,39.3498593788298,1.54286641755712e-05,0.000537393986762357,"SL1344_2506","yfhP"
"pflA",-0.964562146888295,7.25262899368093,39.2329967987211,1.56839144168317e-05,0.000542297099215561,"SL1344_0907","pflA"
"sufA",3.65260969717562,8.06567456076422,41.5180206663705,1.67299164788385e-05,0.000574272567827958,"SL1344_1303","sufA"
"entC",4.20023368688865,8.89594595946112,41.0276133823533,1.78098796733048e-05,0.000594122535298909,"SL1344_0583","entC"
"ymdA",-1.41259346963865,4.11534039804497,38.349192450465,1.77772963511195e-05,0.000594122535298909,"SL1344_1083","ymdA"
"suhB",-1.2128377199642,8.90734934913309,38.4288336766999,1.75761868596628e-05,0.000594122535298909,"SL1344_2508","suhB"
"nrdF",3.0105811411324,8.29022273988576,41.0748565654389,1.77024348695986e-05,0.000594122535298909,"SL1344_2793","nrdF"
"pipB2",1.82702112151983,7.18047609562098,37.7408638015537,1.94026085222018e-05,0.00064272836762007,"SL1344_2763","pipB2"
"SL1344_0869",0.701488098370491,6.12862446048206,37.5176703812313,2.00407329553966e-05,0.000659256611178568,"SL1344_0869","SL1344_0869"
"ybjY",0.763360203703505,7.71827937803928,37.2759701042092,2.0758790956747e-05,0.000678168225945591,"SL1344_0880","ybjY"
"znuA",4.8539287064217,10.6673274078695,39.6732158067964,2.12328117786498e-05,0.000688902941064823,"SL1344_1825","znuA"
"gltP",0.815391144165576,8.3966960768902,37.0299919089167,2.15196993297935e-05,0.000693461331464161,"SL1344_4219","gltP"
"fadD",-0.789217301684983,6.7993550831389,36.7382722397843,2.24634701340937e-05,0.000718982824494608,"SL1344_1747","fadD"
"sseK1",1.31739884894706,6.46173120695243,36.401526121896,2.36118541482082e-05,0.000750666799329276,"SL1344_4096","sseK1"
"lysA",2.01863311452891,7.11109220100821,36.8311669537077,2.42687272219815e-05,0.000761330866559777,"SL1344_2991","lysA"
"glmU",-0.58344213971637,9.66051699290064,36.2289619212816,2.42260756765578e-05,0.000761330866559777,"SL1344_3829","glmU"
"rpmE",-0.897177663227263,9.7312914165972,36.1181913397682,2.46299055224776e-05,0.000767578042499846,"SL1344_4045","rpmE"
"ydcW",1.13949686399033,6.20393746045994,35.813636077137,2.57801774091752e-05,0.000798174512335053,"SL1344_1528","ydcW"
"ydcP",-0.68853040281545,7.05267223861186,35.6053394458032,2.66020156818215e-05,0.000818271092758367,"SL1344_1534","ydcP"
"yhjC",0.785596735202423,5.75492293830663,35.4391843805935,2.72789443150827e-05,0.000833679736906752,"SL1344_3572","yhjC"
"nrdI",3.04133505987097,7.18124744081161,37.6269950002216,2.79387635345153e-05,0.000848371300403841,"SL1344_2791","nrdI"
"purB",-0.703714666902652,8.11849840512572,35.1671718277059,2.84297975175394e-05,0.000852354119244204,"SL1344_1170","purB"
"ssrB",1.43541619694948,4.47675442443277,35.1719107627881,2.84092815938074e-05,0.000852354119244204,"SL1344_1325","ssrB"
"cydA",-1.14356221306694,9.87794793928146,35.0171660051713,2.90879830858125e-05,0.000866602364009394,"SL1344_0722","cydA"
"frdB",-1.26863265298088,3.67977325620341,34.8620092075944,2.97870348424686e-05,0.000881882400304837,"SL1344_4279","frdB"
"fliQ",-1.10784107196371,4.09531816983076,34.7825212819239,3.01525404742869e-05,0.000886925487997005,"SL1344_1909","fliQ"
"proV",1.08944665117606,6.77700471490325,34.7439271561917,3.03318406281433e-05,0.000886925487997005,"SL1344_2794","proV"
"hemN",-0.657008119288181,7.19200022006652,34.3678801558334,3.21437097093314e-05,0.000934139588301244,"SL1344_3951","hemN"
"SL1344_1265",0.825164752531202,5.16474037771054,34.2215377770312,3.28817938438525e-05,0.000949762545355667,"SL1344_1265","SL1344_1265"
"entF",4.31904976701886,9.95593215006289,36.3614496973768,3.32965467877054e-05,0.000950155073092533,"SL1344_0576","entF"
"nuoI",-1.06859644388846,6.59128939878315,34.1480833213893,3.32595054706786e-05,0.000950155073092533,"SL1344_2290","nuoI"
"hypO",-0.883119052074725,5.02706621631453,33.8909914383824,3.46208353526561e-05,0.0009820293237457,"SL1344_3124","hypO"
"nrdB",-0.820124110971684,8.99905036738346,33.6189176920543,3.61308527128511e-05,0.00101876100774271,"SL1344_2247","nrdB"
"flhAa",-1.69944775610123,7.01766085186018,33.3698781671391,3.75788680938553e-05,0.00105332010745913,"SL1344_1848","flhAa"
"AmgR",1.95090854656118,5.59848358602616,33.4199442604373,3.88310645771414e-05,0.0010820161935407,"AmgR","AmgR"
"slyB",1.07988252272073,10.4319231001572,33.0861345594094,3.93096018600215e-05,0.00108894493573638,"SL1344_1377","slyB"
"yhbW",1.5597571993438,5.16030186042431,32.9217460358322,4.03536422163002e-05,0.00111136746034078,"SL1344_3249","yhbW"
"srfA",-1.48495176649457,6.88082812871915,32.7393307994052,4.15492045212333e-05,0.00113114127481082,"SL1344_1524","srfA"
"metJ",-0.706702211859307,6.43962247195344,32.7611481941037,4.14041151376543e-05,0.00113114127481082,"SL1344_4048","metJ"
"sciA",-0.932563425159278,4.30606801309474,32.5792983624372,4.2631271570405e-05,0.00115396761959434,"SL1344_0260","sciA"
"SL1344_1469",1.10052729469883,5.1534164820331,32.3646087553296,4.41335329862256e-05,0.00116793600980866,"SL1344_1469","SL1344_1469"
"SL1344_1846",-0.848709119707945,4.93359874874424,32.3833404064818,4.400009416635e-05,0.00116793600980866,"SL1344_1846","SL1344_1846"
"fliJ",-1.19795275619108,6.25026785785403,32.374526271418,4.40628263409834e-05,0.00116793600980866,"SL1344_1902","fliJ"
"ytfK",1.26112307265612,7.48647310023778,32.4659860985999,4.34167941534172e-05,0.00116793600980866,"SL1344_4339","ytfK"
"uspA",0.868479838308294,8.41460042542873,32.2454684515786,4.49930890979542e-05,0.00117752631523209,"SL1344_3556","uspA"
"ecnR",-1.24724063553853,6.62639532899809,32.265947761252,4.48439943765243e-05,0.00117752631523209,"SL1344_4274","ecnR"
"metK",-0.707686563604722,10.2627027904518,32.1672262835069,4.55679189552567e-05,0.00118601775874204,"SL1344_3065","metK"
"yjcB",-0.799527475623381,6.40842704961211,32.0787552040657,4.6227969314499e-05,0.00119662235323924,"SL1344_4199","yjcB"
"rfaH",-0.577569674424309,7.63663394661437,31.9932535253814,4.68762006162274e-05,0.00120680740390798,"SL1344_3931","rfaH"
"SL1344_2438",1.10090964617167,6.09275611247644,31.9528976680138,4.71857399963302e-05,0.00120821000196009,"SL1344_2438","SL1344_2438"
"hisI",0.962994469660732,7.29684800939522,31.7548093789184,4.87391864497766e-05,0.00124127702264834,"SL1344_2055","hisI"
"yihZ",0.97050893271384,6.36924884274802,31.640807336844,4.96595044231376e-05,0.00125795225910376,"SL1344_3974","yihZ"
"yebA",3.30844771651182,9.23599755712511,33.5465549643419,5.00301331032954e-05,0.00126059968356548,"SL1344_1824","yebA"
"yohL",-1.17085205545058,3.63521948081029,31.3542173768355,5.2061547261126e-05,0.00130484417659235,"SL1344_3001","yohL"
"nifJ",-1.47023075255523,7.52933446792956,30.5022018018174,6.00197228616668e-05,0.00148075396494848,"SL1344_1581","nifJ"
"chaA",0.778664042897319,7.95523386728381,30.471577174178,6.03304866445128e-05,0.00148075396494848,"SL1344_1699","chaA"
"kefB",0.576496817645361,6.63137687646724,30.553889232545,5.94993384011387e-05,0.00148075396494848,"SL1344_3424","kefB"
"yhhX",0.902206840761689,5.7542135545611,30.4739761006844,6.03060776525542e-05,0.00148075396494848,"SL1344_3511","yhhX"
"miaB",-1.14948920120963,9.39656750414865,30.3923165897124,6.11433050223932e-05,0.00148310316523705,"SL1344_0659","miaB"
"SL1344_1802",3.94558399507809,6.36611908125286,32.2562736653288,6.08069011758963e-05,0.00148310316523705,"SL1344_1802","SL1344_1802"
"feoB",1.38072470988434,8.53424600306328,30.3708608770199,6.13654676771084e-05,0.00148310316523705,"SL1344_3473","feoB"
"phoB",0.757695813553559,7.29508281186202,29.9814198175215,6.55616451877153e-05,0.00157647468656958,"SL1344_0392","phoB"
"nrdA",-0.785644844132918,9.87419402935703,29.6847906619815,6.89769560198392e-05,0.00165022141750494,"SL1344_2246","nrdA"
"SL1344_3350",0.960541637926435,5.66957571832343,29.5243826807271,7.09077813393449e-05,0.00168116953297484,"SL1344_3350","SL1344_3350"
"phd",-0.927223946856026,3.86962367034758,29.5184511043548,7.09803476029066e-05,0.00168116953297484,"SL1344_3525","phd"
"hisG",1.11972885781579,7.99795879786415,29.4413326113372,7.19315252168705e-05,0.00169522206443938,"SL1344_2048","hisG"
"ompC",0.793734842408838,11.7391388271255,29.3617826797254,7.29278914097145e-05,0.00171019515647434,"SL1344_2237","ompC"
"yraO",0.58312788116542,7.79147436389586,29.1042093404126,7.62631876268256e-05,0.00177087607739349,"SL1344_3239","yraO"
"yicL",0.991470521785429,6.63790790347361,29.1147791070876,7.61229582680675e-05,0.00177087607739349,"SL1344_3730","yicL"
"exbB",1.5346618805629,8.57567042490963,29.0731956557606,7.66763434356278e-05,0.00177178457977838,"SL1344_3133","exbB"
"gltA",0.976730770205089,7.04956386796424,28.8677510469743,7.9478306149567e-05,0.0018276152244199,"SL1344_0712","gltA"
"fliM",-1.244506449216,7.94183103283726,28.782133523599,8.06801983912987e-05,0.00184629033709943,"SL1344_1905","fliM"
"oppA",0.795459567328254,7.23903342137006,28.7543293302736,8.10749422111627e-05,0.00184640385218403,"SL1344_1677","oppA"
"ybdZ",4.59040933601461,5.83470051826729,30.37305383754,8.16819955384244e-05,0.00185132829122257,"SL1344_0575","ybdZ"
"yliJ",0.774759581228318,5.90805635004535,28.4808808991422,8.50762992548063e-05,0.00191025357819174,"SL1344_0838","yliJ"
"aroQ",1.3022377414559,5.43955137545115,28.4800797047323,8.50883481102927e-05,0.00191025357819174,"SL1344_1204","aroQ"
"gyrI",0.816141068782949,5.35801613248772,28.3618432377985,8.68878991897051e-05,0.00194145272859261,"SL1344_2037","gyrI"
"yiiD",0.751726921498732,8.05748812455975,28.2760256900945,8.82211238401248e-05,0.00196198809216278,"SL1344_3975","yiiD"
